canonical_athlete_id,name,sex,primary_weight_class,active_year_first,active_year_last,total_matches
athlete_amanda-santana-f,Amanda Santana,F,+60KG,2015,2015,1
athlete_amir-allam-m,Amir Allam,M,+99KG,2013,2013,1
athlete_ana-carolina-f,Ana Carolina,F,+60KG,2019,2019,1
athlete_6979,Ana Carolina Vieira,F,+60KG,2019,2019,1
athlete_andy-reese-m,Andy Reese,M,88KG,2003,2003,1
athlete_1104,Anthony Perosh,M,99KG,2009,2009,1
athlete_asa-fuller-m,Asa Fuller,M,+99KG,2009,2009,1
athlete_9401,Ashley Williams,M,66KG,2022,2022,1
athlete_1167,Augusto Ferrari,M,99KG,2011,2011,1
athlete_ben-henderson-m,Ben Henderson,M,ABS,2015,2015,1
athlete_bruno-chavez-m,Bruno Chavez,M,66KG,2007,2007,1
athlete_cameron-earle-m,Cameron Earle,M,77KG,2005,2005,1
athlete_caol-uno-m,Caol Uno,M,77KG,2000,2000,1
athlete_carlos-barreto-m,Carlos Barreto,M,+99KG,2000,2000,1
athlete_745,Carlos Machado,M,77KG,2000,2000,1
athlete_carlos-newton-m,Carlos Newton,M,88KG,1998,1998,1
athlete_chael-sonnen-m,Chael Sonnen,M,ABS,2017,2017,1
athlete_chris-brennan-m,Chris Brennan,M,77KG,2005,2005,1
athlete_chris-bright-m,Chris Bright,M,77KG,2007,2007,1
athlete_chris-weidman-m,Chris Weidman,M,88KG,2009,2009,1
athlete_7808,Christian Moriarty,M,88KG,2007,2007,1
athlete_12950,Cole Abate,M,66KG,2022,2022,1
athlete_d-marinakis-m,D. Marinakis,M,66KG,2009,2009,1
athlete_damon-ramos-m,Damon Ramos,M,+99KG,2022,2022,1
athlete_dan-manasoiu-m,Dan Manasoiu,M,+99KG,2022,2022,1
athlete_dan-martinez-m,Dan Martinez,M,99KG,2019,2019,1
athlete_daniel-strauss-m,Daniel Strauss,M,77KG,2011,2011,1
athlete_darrel-moodley-m,Darrel Moodley,M,66KG,2007,2007,1
athlete_davion-peterson-m,Davion Peterson,M,88KG,2003,2003,1
athlete_davis-heart-m,Davis Heart,M,77KG,2011,2011,1
athlete_9157,Devhonte Johnson,M,99KG,2022,2022,1
athlete_diego-sanchez-m,Diego Sanchez,M,77KG,2005,2005,1
athlete_don-ortega-m,Don Ortega,M,88KG,2011,2011,1
athlete_doorwang-jeon-m,Doorwang Jeon,M,88KG,2013,2013,1
athlete_e-elgland-m,E. Elgland,M,66KG,2017,2017,1
athlete_e-karpinen-f,E. Karpinen,F,60KG,2017,2017,1
athlete_e-karppinen-f,E. Karppinen,F,60KG,2017,2017,1
athlete_9587,Eduardo Rios,M,77KG,2013,2013,1
athlete_egan-inoe-m,Egan Inoe,M,88KG,2000,2000,1
athlete_10318,Eldar Rafigaev,M,+99KG,2019,2019,1
athlete_13095,Eleftheria Christodoulou,F,+60KG,2022,2022,1
athlete_11762,Elisabeth Clay,F,+60KG,2022,2022,1
athlete_elvira-karpinnen-f,Elvira Karpinnen,F,60KG,2019,2019,1
athlete_elvira-karppinen-f,Elvira Karppinen,F,60KG,2022,2022,1
athlete_enson-inoe-m,Enson Inoe,M,ABS,1999,1999,1
athlete_eoghan-oflanagan-m,Eoghan OFlanagan,M,88KG,2022,2022,1
athlete_eoghan-oflannagan-m,Eoghan OFlannagan,M,88KG,2022,2022,1
athlete_eric-dahlberg-m,Eric Dahlberg,M,77KG,2007,2007,1
athlete_erik-paulson-m,Erik Paulson,M,99KG,2003,2003,1
athlete_f-capoane-m,F. Capoane,M,ABS,1999,1999,1
athlete_f-vasconcelos-m,F. Vasconcelos,M,77KG,2001,2001,1
athlete_fabiano-iha-m,Fabiano Iha,M,77KG,1998,1998,1
athlete_322,Fabio Gurgel,M,ABS,2013,2013,1
athlete_fan-yi-m,Fan Yi,M,88KG,1999,1999,1
athlete_4542,Felipe Cesar,M,77KG,2017,2017,1
athlete_8514,Fellipe Andrew,M,99KG,2019,2019,1
athlete_fernanda-mazelli-f,Fernanda Mazelli,F,+60KG,2013,2013,1
athlete_86,Fernando Vieira,M,88KG,2003,2003,1
athlete_frank-trigg-m,Frank Trigg,M,77KG,1998,1998,1
athlete_g-sotiropoulos-m,G. Sotiropoulos,M,77KG,2003,2003,1
athlete_9250,Gabriel Almeida,M,88KG,2019,2019,1
athlete_7698,Gabriel Marangoni,M,66KG,2015,2015,1
athlete_gamrot-mateusz-m,Gamrot Mateusz,M,77KG,2015,2015,1
athlete_gao-hua-m,Gao Hua,M,99KG,1999,1999,1
athlete_gavin-kulper-m,Gavin Kulper,M,77KG,2001,2001,1
athlete_genki-sudo-m,Genki Sudo,M,77KG,2001,2001,1
athlete_george-sotiropoulos-m,George Sotiropoulos,M,77KG,2007,2007,1
athlete_13016,Giovanna Jara,F,+60KG,2022,2022,1
athlete_greger-forsel-m,Greger Forsel,M,66KG,2011,2011,1
athlete_h-kanehara-m,H. Kanehara,M,99KG,2000,2000,1
athlete_h-sekine-m,H. Sekine,M,+99KG,2017,2017,1
athlete_halm-gocalli-m,Halm Gocalli,M,+99KG,2005,2005,1
athlete_258,Hanette Staack,F,+60KG,2011,2011,1
athlete_hannette-staack-f,Hannette Staack,F,+60KG,2011,2011,1
athlete_hayato-sakurai-m,Hayato Sakurai,M,ABS,1999,1999,1
athlete_hector-lombard-m,Hector Lombard,M,99KG,2015,2015,1
athlete_9554,Henrique Cardoso,M,99KG,2022,2022,1
athlete_hideki-sekine-m,Hideki Sekine,M,+99KG,2015,2015,1
athlete_hideki-shrek-m,Hideki Shrek,M,ABS,2015,2015,1
athlete_hidemi-mihara-m,Hidemi Mihara,M,88KG,2015,2015,1
athlete_hudson-taylor-m,Hudson Taylor,M,+99KG,2019,2019,1
athlete_i-praporshchikov-m,I. Praporshchikov,M,88KG,2009,2009,1
athlete_ilir-latifi-m,Ilir Latifi,M,99KG,2009,2009,1
athlete_isaak-michel-m,Isaak Michel,M,88KG,2022,2022,1
athlete_7552,Isaque Bahiense,M,88KG,2022,2022,1
athlete_israel-albuquerque-m,Israel Albuquerque,M,77KG,2000,2000,1
athlete_j-pietkainen-m,J. Pietkainen,M,+99KG,2017,2017,1
athlete_j-urholin-m,J. Urholin,M,88KG,2015,2015,1
athlete_j-wakabayashi-m,J. Wakabayashi,M,66KG,2000,2000,1
athlete_jacob-rodriguez-m,Jacob Rodriguez,M,88KG,2022,2022,1
athlete_jamal-peterson-m,Jamal Peterson,M,99KG,2005,2005,1
athlete_1768,James Harbison,M,88KG,2011,2011,1
athlete_jamie-ballard-m,Jamie Ballard,M,66KG,2007,2007,1
athlete_janne-pietilainen-m,Janne Pietilainen,M,+99KG,2013,2013,1
athlete_janus-andrejczuk-m,Janus Andrejczuk,M,66KG,2017,2017,1
athlete_jason-brudvik-m,Jason Brudvik,M,77KG,2005,2005,1
athlete_jason-lees-m,Jason Lees,M,+99KG,2015,2015,1
athlete_jason-manly-m,Jason Manly,M,77KG,2011,2011,1
athlete_jason-white-m,Jason White,M,+99KG,2005,2005,1
athlete_jeff-curran-m,Jeff Curran,M,66KG,2009,2009,1
athlete_jehad-hamdan-m,Jehad Hamdan,M,+99KG,2003,2003,1
athlete_7608,Jesse Urholin,M,88KG,2017,2017,1
athlete_jesseray-childrey-m,Jesseray Childrey,M,+99KG,2017,2017,1
athlete_7817,Jessica Flowers,F,+60KG,2017,2017,1
athlete_jessica-oliveira-f,Jessica Oliveira,F,+60KG,2015,2015,1
athlete_jimmy-friedrich-m,Jimmy Friedrich,M,99KG,2015,2015,1
athlete_12236,Joao Costa,M,99KG,2022,2022,1
athlete_952,Joao Roque,M,66KG,1999,1999,1
athlete_joaquim-hansen-m,Joaquim Hansen,M,66KG,2003,2003,1
athlete_joe-guilbert-m,Joe Guilbert,M,66KG,2001,2001,1
athlete_joey-gilbert-m,Joey Gilbert,M,66KG,2005,2005,1
athlete_6836,John Combs,M,77KG,2019,2019,1
athlete_john-einimo-m,John Einimo,M,99KG,2005,2005,1
athlete_10531,John Salter,M,88KG,2017,2017,1
athlete_jon-einemo-m,Jon Einemo,M,ABS,2007,2007,1
athlete_6354,Jonathan Satava,M,77KG,2019,2019,1
athlete_jorge-santiago-m,Jorge Santiago,M,88KG,2007,2007,1
athlete_1548,Jose Junior,M,+99KG,2011,2011,1
athlete_3357,Jose Mario Queiroga,M,+99KG,2000,2000,1
athlete_josh-barnet-m,Josh Barnet,M,ABS,2000,2000,1
athlete_josh-hayden-m,Josh Hayden,M,88KG,2013,2013,1
athlete_josh-saunders-m,Josh Saunders,M,+99KG,2022,2022,1
athlete_julia-maele-f,Julia Maele,F,60KG,2022,2022,1
athlete_jurie-rachel-m,Jurie Rachel,M,99KG,1999,1999,1
athlete_juskowiak-mateusz-m,Juskowiak Mateusz,M,+99KG,2015,2015,1
athlete_k-hirate-m,K. Hirate,M,66KG,2003,2003,1
athlete_kamil-huminski-m,Kamil Huminski,M,ABS,2013,2013,1
athlete_kamil-wilk-m,Kamil Wilk,M,66KG,2017,2017,1
athlete_kari-petola-m,Kari Petola,M,99KG,2011,2011,1
athlete_karl-webber-m,Karl Webber,M,88KG,2000,2000,1
athlete_kassim-anan-m,Kassim Anan,M,88KG,2009,2009,1
athlete_keita-iwamoto-m,Keita Iwamoto,M,77KG,2022,2022,1
athlete_keita-nakamura-m,Keita Nakamura,M,77KG,2009,2009,1
