canonical_athlete_id,name,sex,primary_weight_class,active_year_first,active_year_last,total_matches
athlete_jessica-oliveira-f,Jessica Oliveira,F,+60KG,2015,2015,1
athlete_jia-jang-m,Jia Jang,M,99KG,2013,2013,1
athlete_jimmy-freidrich-m,Jimmy Freidrich,M,+99KG,2013,2013,1
athlete_jimmy-friedrich-m,Jimmy Friedrich,M,99KG,2015,2015,1
athlete_joao-assis-m,Joao Assis,M,99KG,2011,2017,14
athlete_joao-costa-m,Joao Costa,M,99KG,2022,2022,1
athlete_joao-gabriel-rocha-m,Joao Gabriel Rocha,M,+99KG,2013,2022,15
athlete_joao-miyao-m,Joao Miyao,M,66KG,2013,2013,4
athlete_joao-roque-m,Joao Roque,M,66KG,1999,1999,1
athlete_joaquim-hansen-m,Joaquim Hansen,M,66KG,2003,2003,1
athlete_joe-gilbert-m,Joe Gilbert,M,66KG,2000,2000,1
athlete_joe-guilbert-m,Joe Guilbert,M,66KG,2001,2001,1
athlete_joel-tudor-m,Joel Tudor,M,66KG,2009,2009,1
athlete_joey-gilbert-m,Joey Gilbert,M,66KG,2005,2005,1
athlete_john-combs-m,John Combs,M,77KG,2019,2019,1
athlete_john-einimo-m,John Einimo,M,99KG,2005,2005,1
athlete_john-hansen-m,John Hansen,M,+99KG,2019,2022,4
athlete_john-salter-m,John Salter,M,88KG,2017,2017,1
athlete_jon-blank-m,Jon Blank,M,88KG,2019,2019,5
athlete_jon-einemo-m,Jon Einemo,M,ABS,2007,2007,1
athlete_jon-hansen-m,Jon Hansen,M,ABS,2019,2019,1
athlete_jonathan-satava-m,Jonathan Satava,M,77KG,2019,2019,1
athlete_jonathan-torres-m,Jonathan Torres,M,77KG,2011,2022,15
athlete_jorge-britto-m,Jorge Britto,M,77KG,2011,2011,1
athlete_jorge-patino-m,Jorge Patino,M,88KG,2000,2005,5
athlete_jorge-santiago-m,Jorge Santiago,M,88KG,2007,2007,1
athlete_jose-junior-m,Jose Junior,M,+99KG,2011,2011,1
athlete_jose-mario-queiroga-m,Jose Mario Queiroga,M,+99KG,2000,2000,1
athlete_jose-mario-sperry-m,Jose Mario Sperry,M,ABS,1998,2013,11
athlete_joseph-lee-m,Joseph Lee,M,99KG,2011,2011,1
athlete_josh-barnet-m,Josh Barnet,M,ABS,2000,2000,1
athlete_josh-hayden-m,Josh Hayden,M,88KG,2013,2013,1
athlete_josh-hinger-m,Josh Hinger,M,88KG,2019,2022,6
athlete_josh-saunders-m,Josh Saunders,M,+99KG,2022,2022,1
athlete_joshua-cisneros-m,Joshua Cisneros,M,66KG,2022,2022,4
athlete_juan-valles-m,Juan Valles,M,66KG,1999,1999,1
athlete_julia-maele-f,Julia Maele,F,60KG,2022,2022,1
athlete_jurie-rachel-m,Jurie Rachel,M,99KG,1999,1999,1
athlete_juskowiak-mateusz-m,Juskowiak Mateusz,M,+99KG,2015,2015,1
athlete_justin-garcia-m,Justin Garcia,M,99KG,2005,2005,1
athlete_justin-rader-m,Justin Rader,M,66KG,2009,2013,8
athlete_k-hirate-m,K. Hirate,M,66KG,2003,2003,1
athlete_k-toida-m,K. Toida,M,66KG,2003,2003,1
athlete_kade-ruotolo-m,Kade Ruotolo,M,77KG,2022,2022,4
athlete_kamil-huminski-m,Kamil Huminski,M,ABS,2013,2013,1
athlete_kamil-uminski-m,Kamil Uminski,M,99KG,2013,2017,3
athlete_kamil-wilk-m,Kamil Wilk,M,66KG,2017,2017,1
athlete_kareem-barkalev-m,Kareem Barkalev,M,88KG,1998,2000,3
athlete_kari-petola-m,Kari Petola,M,99KG,2011,2011,1
athlete_karl-webber-m,Karl Webber,M,88KG,2000,2000,1
athlete_kassim-anan-m,Kassim Anan,M,88KG,2009,2009,1
athlete_kaynan-d-m,Kaynan D.,M,88KG,2017,2017,1
athlete_kaynan-duarte-m,Kaynan Duarte,M,+99KG,2019,2022,9
athlete_keenan-cornelius-m,Keenan Cornelius,M,88KG,2013,2017,16
athlete_keita-iwamoto-m,Keita Iwamoto,M,77KG,2022,2022,1
athlete_keita-nakamura-m,Keita Nakamura,M,77KG,2009,2009,1
athlete_keith-krikorian-m,Keith Krikorian,M,66KG,2019,2022,3
athlete_keller-sodhi-m,Keller Sodhi,M,88KG,2019,2019,1
athlete_kendall-reusing-f,Kendall Reusing,F,+60KG,2022,2022,2
athlete_kennedy-maciel-m,Kennedy Maciel,M,66KG,2019,2022,6
athlete_kenta-iwamoto-m,Kenta Iwamoto,M,66KG,2019,2019,1
athlete_kethe-engen-f,Kethe Engen,F,60KG,2015,2015,1
athlete_khazmat-stambulov-m,Khazmat Stambulov,M,+99KG,2017,2017,1
athlete_kim-dong-m,Kim Dong,M,88KG,2013,2013,1
athlete_kim-mason-m,Kim Mason,M,ABS,1999,1999,1
athlete_kit-dale-m,Kit Dale,M,88KG,2017,2017,1
athlete_kitner-mendoga-m,Kitner Mendoga,M,+99KG,2013,2013,1
athlete_kiuma-kunioku-m,Kiuma Kunioku,M,77KG,2003,2003,1
athlete_kouhei-yasumi-m,Kouhei Yasumi,M,66KG,2009,2009,1
athlete_kouji-kanechika-m,Kouji Kanechika,M,+99KG,2009,2009,1
athlete_kron-gracie-m,Kron Gracie,M,77KG,2009,2013,10
athlete_kuba-witkowski-m,Kuba Witkowski,M,66KG,2017,2017,2
athlete_kurt-pellegrino-m,Kurt Pellegrino,M,77KG,2007,2007,1
athlete_kyle-boehm-m,Kyle Boehm,M,99KG,2022,2022,2
athlete_kyle-griffin-m,Kyle Griffin,M,88KG,2011,2011,2
athlete_l-papadopoulis-m,L. Papadopoulis,M,88KG,2005,2005,1
athlete_lachlan-giles-m,Lachlan Giles,M,ABS,2015,2022,9
athlete_larry-parker-m,Larry Parker,M,99KG,1998,1998,1
athlete_leandro-lo-m,Leandro Lo,M,88KG,2017,2017,1
athlete_lee-hyoung-m,Lee Hyoung,M,+99KG,2015,2015,1
athlete_leonardo-nogueira-m,Leonardo Nogueira,M,99KG,2013,2013,5
athlete_leonardo-saggioro-m,Leonardo Saggioro,M,77KG,2017,2017,1
athlete_leonardo-santos-m,Leonardo Santos,M,77KG,2001,2009,10
athlete_leonardo-vieira-m,Leonardo Vieira,M,66KG,2000,2017,30
athlete_liu-wen-m,Liu Wen,M,99KG,2013,2013,1
athlete_livia-giles-f,Livia Giles,F,60KG,2019,2019,1
athlete_lucas-daniel-barbosa-m,Lucas Daniel Barbosa,M,88KG,2019,2022,7
athlete_lucas-leite-m,Lucas Leite,M,88KG,2013,2013,2
athlete_lucas-lepri-m,Lucas Lepri,M,77KG,2013,2019,12
athlete_lucio-lagarto-m,Lucio Lagarto,M,99KG,2011,2011,1
athlete_luis-brito-m,Luis Brito,M,77KG,1998,1998,1
athlete_luis-orlando-m,Luis Orlando,M,88KG,1999,1999,1
athlete_luis-roberto-m,Luis Roberto,M,ABS,1999,1999,1
athlete_luke-costello-m,Luke Costello,M,+99KG,2011,2011,1
athlete_luke-griffith-m,Luke Griffith,M,99KG,2022,2022,1
athlete_m-perez-m,M. Perez,M,88KG,2015,2017,3
athlete_m-szczecinski-m,M. Szczecinski,M,77KG,2022,2022,1
athlete_m-van-m,M. Van,M,ABS,2001,2001,1
athlete_m-yano-m,M. Yano,M,99KG,2001,2001,1
athlete_mackenzie-dern-f,Mackenzie Dern,F,60KG,2015,2017,4
athlete_magid-hage-m,Magid Hage,M,77KG,2022,2022,1
athlete_mahamed-aly-m,Mahamed Aly,M,ABS,2017,2019,11
athlete_mansher-khera-m,Mansher Khera,M,77KG,2017,2017,2
athlete_manu-garcia-m,Manu Garcia,M,88KG,2000,2000,1
athlete_marc-m,Marc,M,66KG,1998,1998,1
athlete_marcelo-garcia-m,Marcelo Garcia,M,77KG,2003,2011,32
athlete_marcelo-mafra-m,Marcelo Mafra,M,77KG,2017,2017,2
athlete_marcio-andre-barbosa-junior-m,Marcio Andre Barbosa Junior,M,66KG,2013,2013,2
athlete_marcio-corleta-m,Marcio Corleta,M,+99KG,2005,2005,2
athlete_marcio-cromado-m,Marcio Cromado,M,77KG,2000,2000,1
athlete_marcio-cruz-m,Marcio Cruz,M,+99KG,2001,2009,22
athlete_marcio-feitosa-m,Marcio Feitosa,M,77KG,2000,2005,11
athlete_marcos-oliveira-m,Marcos Oliveira,M,+99KG,2007,2007,1
athlete_marcus-almeida-m,Marcus Almeida,M,+99KG,2013,2019,22
athlete_mario-delgado-m,Mario Delgado,M,66KG,2005,2005,1
athlete_mario-miranda-m,Mario Miranda,M,ABS,2007,2007,1
athlete_mario-rinaldi-m,Mario Rinaldi,M,ABS,2007,2007,1
athlete_mark-bocek-m,Mark Bocek,M,77KG,2007,2007,1
athlete_mark-kerr-m,Mark Kerr,M,ABS,2000,2003,6
athlete_mark-ramos-m,Mark Ramos,M,66KG,2011,2015,3
athlete_mark-robinson-m,Mark Robinson,M,+99KG,2001,2001,1
athlete_marko-helen-m,Marko Helen,M,88KG,2005,2011,3
athlete_marshurenko-m,Marshurenko,M,ABS,2001,2001,1
athlete_martin-brown-m,Martin Brown,M,66KG,2001,2001,1
athlete_mason-fowler-m,Mason Fowler,M,88KG,2019,2022,4
athlete_mateusz-garmot-m,Mateusz Garmot,M,77KG,2019,2019,1
athlete_mateusz-juskowiak-m,Mateusz Juskowiak,M,+99KG,2019,2019,1
athlete_mateusz-szczecinski-m,Mateusz Szczecinski,M,77KG,2022,2022,1
athlete_matheus-diniz-m,Matheus Diniz,M,88KG,2019,2022,6
athlete_matheus-gabriel-barros-m,Matheus Gabriel Barros,M,66KG,2019,2019,2
athlete_matt-hughes-m,Matt Hughes,M,99KG,2000,2000,1
athlete_matt-lindland-m,Matt Lindland,M,88KG,2003,2003,2
athlete_matt-serra-m,Matt Serra,M,77KG,2001,2001,4
athlete_max-gimenis-m,Max Gimenis,M,+99KG,2019,2022,3
athlete_mayssa-bastos-f,Mayssa Bastos,F,60KG,2022,2022,1
athlete_melchor-m-m,Melchor M.,M,66KG,1999,1999,1
athlete_micael-galvao-m,Micael Galvao,M,77KG,2022,2022,4
athlete_micah-pittman-m,Micah Pittman,M,77KG,1999,1999,1
athlete_michael-groth-m,Michael Groth,M,99KG,2005,2005,1
athlete_michael-perez-m,Michael Perez,M,88KG,2019,2019,2
athlete_michael-wilson-m,Michael Wilson,M,+99KG,2013,2013,1
athlete_michelle-nicolini-f,Michelle Nicolini,F,60KG,2015,2015,1
athlete_mikael-knutsson-m,Mikael Knutsson,M,99KG,2013,2013,1
athlete_mike-cardosa-m,Mike Cardosa,M,66KG,2001,2001,1
athlete_mike-fowler-m,Mike Fowler,M,77KG,2007,2007,3
athlete_mike-martelle-m,Mike Martelle,M,+99KG,2013,2013,1
athlete_mike-mrkulic-m,Mike Mrkulic,M,66KG,2003,2003,1
athlete_mike-van-m,Mike Van,M,+99KG,2003,2003,2
athlete_mike-whitehead-m,Mike Whitehead,M,+99KG,2003,2003,1
athlete_mikey-burnet-m,Mikey Burnet,M,77KG,2000,2000,1
athlete_milton-vieira-m,Milton Vieira,M,77KG,2015,2015,1
athlete_miodrag-petkovic-m,Miodrag Petkovic,M,+99KG,2005,2005,1
athlete_morris-clifoni-m,Morris Clifoni,M,77KG,2001,2001,1
athlete_mourat-ozov-m,Mourat Ozov,M,99KG,1999,1999,1
athlete_mraz-avdoyan-m,Mraz Avdoyan,M,99KG,2019,2019,1
athlete_muhammad-saleh-m,Muhammad Saleh,M,99KG,1998,1998,1
athlete_murilo-bustamante-m,Murilo Bustamante,M,99KG,1999,1999,3
athlete_murilo-santana-m,Murilo Santana,M,88KG,2009,2019,11
athlete_n-uematsu-m,N. Uematsu,M,66KG,2001,2001,1
athlete_nate-marquardt-m,Nate Marquardt,M,ABS,2003,2003,1
athlete_nathan-marquardt-m,Nathan Marquardt,M,88KG,2003,2003,1
athlete_nicholas-meregali-m,Nicholas Meregali,M,99KG,2022,2022,8
athlete_nicholas-renier-m,Nicholas Renier,M,66KG,2015,2015,1
athlete_nick-rodriguez-m,Nick Rodriguez,M,+99KG,2019,2022,10
athlete_nicky-ryan-m,Nicky Ryan,M,66KG,2017,2022,4
athlete_nicolas-renier-m,Nicolas Renier,M,66KG,2011,2013,3
athlete_nicollas-renier-m,Nicollas Renier,M,66KG,2017,2017,1
athlete_nieman-gracie-m,Nieman Gracie,M,88KG,2015,2015,1
athlete_olav-einemo-m,Olav Einemo,M,99KG,2001,2003,3
athlete_oleg-taktarov-m,Oleg Taktarov,M,ABS,1998,1998,1
athlete_oliver-taza-m,Oliver Taza,M,77KG,2017,2022,3
athlete_orlando-sanchez-m,Orlando Sanchez,M,+99KG,2013,2022,13
athlete_oskar-piechota-m,Oskar Piechota,M,88KG,2013,2013,3
athlete_osman-kasimov-m,Osman Kasimov,M,77KG,2017,2017,1
athlete_otavio-sousa-m,Otavio Sousa,M,77KG,2013,2015,8
athlete_otto-olsen-m,Otto Olsen,M,77KG,2003,2003,1
athlete_owen-livesey-m,Owen Livesey,M,99KG,2022,2022,1
athlete_p-ardilla-m,P. Ardilla,M,+99KG,2015,2015,1
athlete_pablo-mantovani-m,Pablo Mantovani,M,66KG,2017,2019,6
athlete_pablo-popovitch-m,Pablo Popovitch,M,77KG,2003,2015,26
athlete_patrick-gaudio-m,Patrick Gaudio,M,99KG,2019,2022,5
athlete_paul-ardilaibarra-m,Paul Ardila-Ibarra,M,99KG,2017,2022,3
athlete_paul-schreiner-m,Paul Schreiner,M,77KG,2022,2022,4
athlete_paulo-miyao-m,Paulo Miyao,M,66KG,2017,2019,8
athlete_paulo-pinto-m,Paulo Pinto,M,99KG,2019,2019,1
athlete_pedro-marinho-m,Pedro Marinho,M,88KG,2019,2022,5
athlete_penny-thomas-f,Penny Thomas,F,+60KG,2011,2011,1
athlete_perttu-tepponen-m,Perttu Tepponen,M,99KG,2019,2019,1
athlete_perttu-terpponnen-m,Perttu Terpponnen,M,99KG,2022,2022,1
athlete_pete-williams-m,Pete Williams,M,+99KG,2000,2000,1
athlete_peter-angerer-m,Peter Angerer,M,77KG,2001,2001,1
athlete_piotr-frechowicz-m,Piotr Frechowicz,M,88KG,2017,2017,1
athlete_r-alvarenga-m,R. Alvarenga,M,66KG,2019,2019,1
athlete_r-anderson-m,R. Anderson,M,88KG,2001,2001,1
athlete_r-babalu-m,R. Babalu,M,99KG,2001,2001,1
athlete_r-mashurenko-m,R. Mashurenko,M,99KG,2001,2001,1
athlete_radoslaw-turek-m,Radoslaw Turek,M,99KG,2009,2011,2
athlete_rafael-lovato-jr-m,Rafael Lovato Jr,M,88KG,2007,2022,26
athlete_rafael-mendes-m,Rafael Mendes,M,66KG,2009,2013,12
athlete_rafaela-guedes-f,Rafaela Guedes,F,+60KG,2022,2022,3
athlete_rany-yahya-m,Rany Yahya,M,66KG,2003,2009,13
athlete_reese-andy-m,Reese Andy,M,ABS,2005,2005,1
athlete_renan-sancar-m,Renan Sancar,M,66KG,2015,2015,1
athlete_renato-forasieppi-canuto-m,Renato Forasieppi Canuto,M,77KG,2019,2022,4
athlete_renato-verissimo-m,Renato Verissimo,M,99KG,1998,1998,1
athlete_renzo-gracie-m,Renzo Gracie,M,77KG,1998,2011,15
athlete_ricardo-almeida-m,Ricardo Almeida,M,99KG,1999,2003,19
athlete_ricardo-alves-m,Ricardo Alves,M,99KG,1998,1998,1
athlete_ricardo-arona-m,Ricardo Arona,M,99KG,2000,2003,13
athlete_ricardo-liborio-m,Ricardo Liborio,M,88KG,1999,2001,10
athlete_ricardo-mesquita-m,Ricardo Mesquita,M,88KG,2015,2015,2
athlete_ricardo-moraes-m,Ricardo Moraes,M,+99KG,1998,2000,2
athlete_ricardo-vieira-m,Ricardo Vieira,M,66KG,2013,2013,2
athlete_ricco-rodriguez-m,Ricco Rodriguez,M,+99KG,1998,2009,24
athlete_richard-alarcon-m,Richard Alarcon,M,66KG,2019,2019,2
athlete_rida-haisam-m,Rida Haisam,M,+99KG,2022,2022,3
athlete_rigan-machado-m,Rigan Machado,M,99KG,1999,2003,10
athlete_rikako-yuasa-f,Rikako Yuasa,F,60KG,2019,2019,1
athlete_roan-jucao-m,Roan Jucao,M,77KG,2005,2005,1
athlete_rob-di-m,Rob Di,M,66KG,2005,2005,1
athlete_robert-drysdale-m,Robert Drysdale,M,ABS,2007,2009,4
athlete_robert-sabaruddin-m,Robert Sabaruddin,M,66KG,2013,2013,1
athlete_robert-sulski-m,Robert Sulski,M,88KG,2005,2005,1
athlete_roberto-abreu-m,Roberto Abreu,M,+99KG,2009,2022,29
athlete_roberto-alencar-m,Roberto Alencar,M,99KG,2015,2015,1
athlete_roberto-jimenez-m,Roberto Jimenez,M,77KG,2022,2022,3
athlete_roberto-magalhaes-m,Roberto Magalhaes,M,88KG,2000,2000,3
athlete_roberto-traven-m,Roberto Traven,M,ABS,1999,2001,7
athlete_robin-gracie-m,Robin Gracie,M,66KG,1998,1998,1
athlete_robson-moura-m,Robson Moura,M,66KG,2001,2011,8
athlete_rocky-batastini-m,Rocky Batastini,M,+99KG,1999,1999,1
athlete_rodney-ellis-m,Rodney Ellis,M,77KG,2009,2009,1
athlete_rodolfo-vieira-m,Rodolfo Vieira,M,99KG,2011,2015,10
athlete_rodrigo-artilheiro-m,Rodrigo Artilheiro,M,+99KG,2015,2015,1
athlete_rodrigo-caporal-m,Rodrigo Caporal,M,88KG,2013,2013,1
athlete_rodrigo-cavaca-m,Rodrigo Cavaca,M,+99KG,2009,2015,3
athlete_rodrigo-dib-m,Rodrigo Dib,M,88KG,2022,2022,1
athlete_rodrigo-gracie-m,Rodrigo Gracie,M,77KG,1998,2001,8
athlete_rodrigo-medeiros-m,Rodrigo Medeiros,M,ABS,2000,2003,8
athlete_rodrigo-minotauro-m,Rodrigo Minotauro,M,+99KG,2000,2000,1
athlete_rodrigo-modrias-m,Rodrigo Modrias,M,77KG,1998,1998,1
athlete_rogent-lorent-m,Rogent Lorent,M,+99KG,2009,2009,1
athlete_roger-gracie-m,Roger Gracie,M,99KG,2003,2007,13
athlete_roger-neff-m,Roger Neff,M,+99KG,2001,2001,2
athlete_rolles-gracie-m,Rolles Gracie,M,+99KG,2007,2007,2
athlete_roman-dolidze-m,Roman Dolidze,M,99KG,2017,2017,1
athlete_romulo-barral-m,Romulo Barral,M,88KG,2007,2017,18
athlete_ronaldo-souza-m,Ronaldo Souza,M,88KG,2003,2011,14
athlete_roosevelt-sousa-m,Roosevelt Sousa,M,+99KG,2022,2022,3
athlete_ross-nicholls-m,Ross Nicholls,M,77KG,2019,2019,1
athlete_rousimar-palhares-m,Rousimar Palhares,M,88KG,2011,2011,4
athlete_royler-gracie-m,Royler Gracie,M,66KG,1999,2003,15
athlete_ruan-alvarenga-m,Ruan Alvarenga,M,66KG,2022,2022,1
athlete_rubens-charles-m,Rubens Charles,M,66KG,2009,2017,20
athlete_rumina-sato-m,Rumina Sato,M,77KG,2000,2000,1
athlete_ruslam-chsiev-m,Ruslam Chsiev,M,88KG,2017,2017,1
athlete_rustam-chsiev-m,Rustam Chsiev,M,88KG,2013,2019,6
athlete_ryan-gracie-m,Ryan Gracie,M,88KG,2003,2003,1
athlete_ryan-hall-m,Ryan Hall,M,66KG,2009,2011,5
athlete_ryan-harvey-m,Ryan Harvey,M,77KG,1999,1999,1
athlete_sam-mcnally-m,Sam McNally,M,66KG,2022,2022,2
